RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
7702,15702801,Ts'ao,677,France,Female,29,7,86616.35,1,0,0,2046.59,1,0,1,DIAMOND,552.7282818764558
7703,15719931,Johnstone,850,France,Male,31,3,0.0,2,1,0,601.26,0,0,3,GOLD,534.7666192746478
7704,15806081,Fleming,608,Germany,Female,48,3,127924.25,2,1,0,4063.48,0,1,3,DIAMOND,1078.6382403545051
7705,15796336,Chang,786,Spain,Female,34,0,0.0,2,1,1,1715.17,0,0,3,SILVER,470.529048286187
7706,15647306,Gibbs,777,France,Female,29,6,131240.61,1,1,0,1882.87,1,1,1,GOLD,297.4086052259039
7707,15742369,Rita,667,Spain,Male,31,6,0.0,2,1,1,2025.07,0,0,4,PLATINUM,672.2921315461517
7708,15655859,Munro,848,Spain,Male,35,3,120046.74,2,1,0,1760.29,0,0,4,GOLD,505.8999389100461
7709,15675650,Duncan,486,France,Female,39,6,97819.36,1,0,1,2193.87,0,0,4,PLATINUM,608.3415128855421
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,616.87,0,1,5,GOLD,1029.6120039205505
7711,15754168,McIntosh,506,France,Female,40,3,0.0,1,1,1,96.15,0,0,5,PLATINUM,627.1889567081366
7712,15763029,Ch'iu,612,Germany,Male,46,3,0.0,1,1,1,3763.24,1,1,3,PLATINUM,512.681939269017
7713,15765048,Watt,545,France,Male,30,4,0.0,2,1,0,1244.78,0,0,5,PLATINUM,276.61348692753063
7714,15786215,Udinese,793,France,Male,56,2,119496.25,2,1,1,1839.37,0,0,3,SILVER,501.91538965750885
7715,15707559,Clark,682,France,Female,30,1,0.0,2,1,1,745.54,0,0,4,PLATINUM,636.5169861271332
7716,15582129,Hsia,517,France,Male,62,5,43772.66,3,1,0,1254.94,1,1,1,SILVER,299.46679065371376
7717,15687540,Obiuto,684,France,Male,32,8,100249.41,2,0,1,2024.85,0,0,3,SILVER,885.0319775443133
7718,15787196,T'ien,692,Spain,Male,46,8,0.0,2,1,0,886.04,0,0,4,PLATINUM,876.402083931951
7719,15670898,McKenzie,740,France,Female,60,9,108028.08,2,0,1,4090.84,0,0,1,GOLD,930.5867342737558
7720,15775433,Tang,666,Germany,Male,71,7,53013.29,2,1,1,917.87,0,0,5,GOLD,645.5372763171325
7721,15700693,Tu,693,France,Male,68,6,0.0,2,1,0,3333.9,0,0,5,PLATINUM,668.588806766995
7722,15677955,Tsui,757,Germany,Male,33,4,122088.67,1,1,1,444.0,0,1,4,DIAMOND,80.45682762767899
7723,15570086,Lynch,684,Germany,Male,18,7,90544.0,1,0,1,287.68,0,0,4,PLATINUM,740.5164461713105
7724,15794875,Hung,691,Spain,Male,35,9,0.0,2,0,1,1338.38,0,1,4,GOLD,609.891170744966
7725,15673591,Oluchukwu,842,France,Male,44,5,141252.18,4,0,1,446.28,0,0,3,PLATINUM,831.5337353312186
7726,15631756,Tuan,482,France,Female,35,4,147813.05,2,0,1,2164.58,0,0,4,SILVER,689.502893751804
7727,15757617,Lewis,735,France,Male,55,7,134140.68,1,1,1,984.76,0,0,3,DIAMOND,77.39034597385955
7728,15612729,Chidiebere,681,France,Female,63,0,0.0,2,1,1,1359.79,0,0,3,PLATINUM,680.254155546371
7729,15637857,Woolacott,616,France,Female,31,4,0.0,1,0,1,3106.42,0,0,3,SILVER,498.83296732851295
7730,15681007,Yen,850,France,Female,35,6,128548.49,4,1,0,127.12,1,0,1,PLATINUM,449.6077665234825
7731,15593622,Service,635,France,Male,43,2,122198.21,2,0,1,1985.83,0,0,3,DIAMOND,1209.6092920556548
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,1,2776.09,0,0,3,PLATINUM,576.4464484007095
7733,15765846,Chuang,820,Spain,Female,31,6,94222.53,1,1,0,2539.16,0,0,4,PLATINUM,519.4365261932845
7734,15596013,Akhtar,694,Germany,Female,58,10,143212.22,1,0,0,1143.6,0,0,2,DIAMOND,56.47756240806996
7735,15722473,Faulkner,713,France,Male,41,5,0.0,2,1,1,1221.52,0,0,4,PLATINUM,556.3085720430265
7736,15774936,Liang,543,Germany,Male,41,0,143350.41,1,1,0,1794.19,1,0,1,DIAMOND,695.5885466888316
7737,15685640,Dancy,649,France,Female,41,7,130931.83,1,1,0,1195.92,0,1,5,PLATINUM,399.1612275599665
7738,15566563,Duigan,777,France,Female,30,2,137851.31,1,1,0,825.4,0,0,2,DIAMOND,763.0038899156316
7739,15768746,McLean,561,France,Male,33,0,0.0,2,0,1,1538.01,0,1,5,DIAMOND,590.9447796246392
7740,15689952,Zuyeva,724,Spain,Male,41,2,0.0,1,0,1,597.51,0,0,3,DIAMOND,883.1086023098521
7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,1660.79,1,0,1,DIAMOND,929.259618839239
7742,15634501,Wei,441,France,Male,60,4,140614.15,1,0,0,1068.71,0,0,3,SILVER,453.5100696476172
7743,15571940,Afamefula,579,Spain,Male,22,7,118680.57,1,1,0,2660.75,0,1,4,SILVER,456.5505356020934
7744,15741643,Chiang,777,Germany,Male,35,1,122917.69,1,1,1,1327.33,0,0,4,DIAMOND,558.5042981946968
7745,15806822,Myers,739,France,Female,36,3,0.0,2,0,1,1979.62,0,0,3,GOLD,362.4493425911178
7746,15701166,Chinedum,660,France,Male,40,4,131754.11,2,1,0,319.99,0,0,4,GOLD,635.4560530813587
7747,15718531,Ukaegbunam,554,France,Female,35,10,0.0,2,1,0,1154.62,0,0,5,SILVER,1019.360090718282
7748,15628308,Akubundu,850,France,Female,24,4,0.0,2,1,0,447.7,0,0,5,DIAMOND,714.6068460571217
7749,15585287,Sal,842,Germany,Female,35,5,119948.09,1,1,1,775.58,0,1,3,PLATINUM,489.0986125392443
7750,15781619,Stevenson,785,France,Female,38,7,0.0,1,1,0,1866.86,0,0,3,DIAMOND,552.3630602546511
7751,15805162,Sutherland,550,France,Male,25,4,0.0,2,1,0,1583.17,0,1,4,PLATINUM,709.3460067018378
7752,15588535,Ts'ao,750,Spain,Female,39,5,0.0,2,0,1,2487.33,0,0,4,PLATINUM,991.582287048674
7753,15775307,Sung,490,Spain,Female,38,8,97266.1,1,1,1,2386.41,0,0,3,DIAMOND,539.223236479228
7754,15777616,Pisani,605,Germany,Male,28,2,113690.83,1,1,1,2059.68,0,0,4,DIAMOND,678.64525984815
7755,15692291,Hs?eh,563,Spain,Female,42,3,99056.22,2,1,0,1922.93,1,1,2,SILVER,635.6222483526828
7756,15680843,Sherrod,675,France,Male,34,8,0.0,2,1,0,991.25,0,0,5,GOLD,716.2814728058631
7757,15606232,Holloway,621,Spain,Female,36,1,116338.68,1,1,0,1492.95,0,0,3,SILVER,503.4170653653021
7758,15641585,Newton,850,France,Male,40,7,97339.99,1,0,0,314.96,0,0,4,GOLD,1011.1361065460952
7759,15684358,Kang,711,France,Male,41,4,0.0,2,1,1,666.17,0,0,3,GOLD,622.8358516040887
7760,15806389,Walton,549,Germany,Female,55,7,0.0,2,0,1,1352.67,0,0,1,PLATINUM,449.561119355848
7761,15641860,Bradley,764,Germany,Male,34,10,108760.27,2,1,0,729.81,0,1,3,GOLD,619.3290971431704
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,3791.17,0,0,3,GOLD,559.4531841744832
7763,15808780,Tien,850,France,Female,34,3,0.0,2,0,1,1634.19,0,0,3,DIAMOND,972.7457240585454
7764,15767064,Davide,614,Spain,Female,36,6,44054.84,1,1,0,1151.47,0,0,4,SILVER,350.4052456771334
7765,15751177,Milne,685,Germany,Female,44,5,119657.53,1,1,0,1610.22,0,0,2,DIAMOND,1190.8083734711172
7766,15613427,Barling,683,Germany,Female,49,8,108797.63,2,0,0,4254.06,0,0,5,SILVER,585.8394612482374
7767,15647259,Barnett,643,Spain,Male,35,6,0.0,2,0,1,926.44,0,0,4,PLATINUM,522.8322866588912
7768,15748660,Ellis,561,Germany,Female,49,9,102025.32,1,1,1,3078.23,1,1,5,DIAMOND,682.0237452581067
7769,15726695,Hsia,601,Spain,Female,20,6,122446.61,2,1,1,873.67,0,0,3,PLATINUM,637.046711520741
7770,15757473,Chukwujamuike,766,France,Female,27,4,158786.67,2,0,1,2902.41,0,0,5,GOLD,409.19554791182463
7771,15809509,Venables,699,France,Male,29,9,125689.29,1,1,1,2278.9,0,0,5,DIAMOND,766.0013572716409
7772,15715512,Hsia,850,Germany,Male,29,4,154640.41,1,1,0,3374.68,0,0,5,DIAMOND,877.0278061413661
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,1706.31,1,1,2,GOLD,742.6019975052051
7774,15679818,Yuan,636,Germany,Male,67,4,136709.35,1,0,0,2675.37,0,1,3,PLATINUM,546.0217041050448
7775,15609928,Johnston,850,Germany,Male,43,9,129305.09,2,0,0,1407.13,0,0,3,PLATINUM,520.3270176429078
7776,15731246,Hobler,628,Spain,Male,40,4,0.0,2,1,1,2284.57,0,0,4,SILVER,618.1879641723186
7777,15685243,Jamieson,736,France,Female,63,4,0.0,2,0,1,771.87,0,1,5,SILVER,669.5174336736833
7778,15638730,Macleod,711,France,Female,21,10,82844.33,2,0,1,1572.89,0,0,3,SILVER,850.3868240981653
7779,15697034,Norris,583,Spain,Female,22,8,0.0,2,0,1,2546.5,0,0,4,DIAMOND,494.6526412173608
7780,15699225,Pirozzi,757,France,Male,46,10,0.0,2,1,1,2489.36,0,0,3,DIAMOND,1064.155120728984
7781,15677387,Folliero,749,Germany,Female,33,8,76692.22,1,0,1,3027.68,0,0,3,SILVER,762.6112290944304
7782,15759184,Russell,705,France,Male,34,3,117715.84,1,1,1,1911.96,0,0,3,PLATINUM,580.5289031640804
7783,15595991,Hsiung,585,France,Male,54,5,87105.32,1,1,1,524.61,0,0,3,DIAMOND,437.7570890293932
7784,15681332,Tate,437,France,Female,43,5,0.0,1,1,0,1340.46,1,0,1,DIAMOND,368.04612768315314
7785,15756299,Davis,741,France,Female,64,7,69311.16,1,1,0,862.17,0,1,5,GOLD,747.6679220328115
7786,15750547,Bair,738,France,Male,26,7,0.0,2,1,1,1941.49,0,0,5,PLATINUM,700.1242146493157
7787,15566380,Drury,586,Spain,Female,33,9,66948.67,2,1,0,1502.18,0,0,5,SILVER,757.7725793637956
7788,15675963,Padovano,627,France,Female,57,2,0.0,2,1,0,1430.32,0,0,3,PLATINUM,383.1215442859064
7789,15674671,Conway,551,Spain,Male,76,5,128410.71,2,1,0,3219.78,0,0,5,SILVER,664.1418219137147
7790,15621466,Waters,606,Germany,Male,38,6,99897.53,1,0,0,956.35,0,0,4,PLATINUM,703.3825181539587
7791,15607176,Kang,674,France,Male,22,0,0.0,1,1,1,3012.83,0,0,5,PLATINUM,722.7745718082081
7792,15570299,Martin,584,Germany,Female,31,4,152622.34,1,1,1,933.18,0,0,3,DIAMOND,810.5253269320449
7793,15613197,Ugochukwutubelum,590,France,Male,40,6,0.0,2,1,0,477.23,0,0,4,GOLD,540.2962942588338
7794,15798885,Burns,585,France,Male,56,6,138227.19,2,1,1,1988.59,0,1,3,GOLD,435.9307508733318
7795,15714883,Genovese,508,France,Female,25,10,111395.53,1,0,0,1581.35,0,0,4,PLATINUM,630.3224638522083
7796,15604497,Beale,458,Germany,Male,44,5,84386.57,1,1,0,1169.4,0,0,3,DIAMOND,954.9424389172488
7797,15773949,Cherkasova,692,France,Female,36,6,0.0,2,1,1,4778.26,0,0,5,SILVER,557.8831422553843
7798,15774164,Coles,502,Germany,Male,33,10,174673.65,2,1,0,1404.05,0,0,5,DIAMOND,303.8266438331225
7799,15774127,Potter,518,France,Male,46,4,0.0,2,1,1,3316.42,0,1,3,PLATINUM,888.0389740583518
7800,15619016,McMinn,660,Germany,Male,46,4,109019.65,2,1,1,301.12,0,0,4,SILVER,336.00450772587294
7801,15795759,Bergamaschi,698,Germany,Female,52,8,107906.75,1,1,0,3092.16,0,1,3,GOLD,783.7845612849824
7802,15798844,Chijindum,678,France,Male,54,5,128914.97,1,0,1,2482.41,1,1,3,SILVER,931.7789241018644
7803,15717962,Ch'iu,773,Spain,Male,63,5,111179.83,1,1,1,1534.22,0,1,5,DIAMOND,440.9063663030118
7804,15691504,Yusupova,619,Germany,Female,52,4,124099.13,1,0,1,2333.27,0,1,4,SILVER,448.5437320913669
7805,15693893,Davis,684,Germany,Male,59,10,122471.09,1,0,0,1370.64,0,0,4,PLATINUM,793.4810140805885
7806,15672499,Iadanza,635,France,Male,34,9,134692.4,2,1,1,1174.37,0,0,5,PLATINUM,463.11955124599285
7807,15750410,Jordan,680,France,Female,25,10,123816.5,1,1,1,1109.21,0,0,3,GOLD,311.8954407474869
7808,15568904,Kruglova,608,Germany,Male,34,6,106288.54,1,1,1,1302.67,0,0,5,SILVER,416.1786842766124
7809,15649033,Echezonachukwu,603,Germany,Female,55,4,127723.25,2,1,1,3821.78,0,0,2,SILVER,911.7181550689136
7810,15780989,Hajek,579,Spain,Male,43,3,145843.82,1,1,0,1775.54,0,0,2,GOLD,572.3035397236291
7811,15771059,Welch,756,Germany,Female,34,9,148200.72,1,0,1,1746.2,0,1,5,SILVER,1201.6448368640404
7812,15687852,Vinogradoff,611,France,Male,30,3,104145.65,1,0,1,2620.72,0,0,4,SILVER,725.2889952289585
7813,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,2575.68,0,0,4,DIAMOND,854.5757797129884
7814,15592751,Okwudiliolisa,684,Germany,Female,63,6,81245.79,1,1,1,1835.6,0,0,3,PLATINUM,735.286598173511
7815,15598338,Mays,647,Germany,Female,33,4,168560.46,2,0,0,1394.4,0,0,3,DIAMOND,954.0935662556597
7816,15735784,Gardner,583,France,Male,38,10,0.0,1,1,1,585.33,0,1,3,PLATINUM,742.829494652326
7817,15629128,Mamelu,774,Germany,Male,42,9,132193.94,2,1,1,1974.59,0,0,4,SILVER,683.6842862877311
7818,15642870,Ross,677,France,Male,58,6,0.0,1,0,0,2415.2,0,0,4,GOLD,440.3085237855795
7819,15637977,Barese,542,Germany,Male,25,7,139330.1,1,0,1,1013.46,0,0,3,DIAMOND,877.8893087742708
7820,15600792,Swayne,613,Spain,Male,29,4,0.0,2,0,0,2109.77,0,0,3,SILVER,607.7539173226103
7821,15576131,Phillips,666,France,Male,40,9,0.0,2,1,0,1625.08,0,0,3,PLATINUM,479.5783904384671
7822,15686588,Manfrin,777,France,Female,28,9,134571.5,1,0,1,2202.99,0,0,4,DIAMOND,489.9477891010109
7823,15761018,Tan,581,Germany,Male,50,9,143829.2,2,1,0,2678.76,0,0,3,DIAMOND,432.24731785101073
7824,15616029,Adams,705,France,Male,32,4,0.0,2,1,1,3412.03,0,0,3,DIAMOND,389.47103221235074
7825,15761149,Teng,673,France,Female,44,5,133444.97,1,0,1,857.03,0,0,3,PLATINUM,339.1267875754423
7826,15802758,Chinwendu,594,Germany,Female,23,10,104753.84,2,1,1,1806.53,0,1,3,PLATINUM,560.6135459604828
7827,15647838,Davison,648,Germany,Female,51,8,0.0,1,1,0,1383.5,0,1,2,PLATINUM,608.9334332824144
7828,15735968,Hsing,605,France,Male,41,10,0.0,2,0,1,976.4,0,0,3,DIAMOND,697.8645136746394
7829,15581286,Castro,734,France,Female,40,10,176914.8,1,1,0,183.18,0,0,4,PLATINUM,409.7906278576421
7830,15625445,Parkin,572,France,Female,36,2,68348.18,2,0,0,2248.62,0,0,3,SILVER,626.5698486349535
7831,15600173,Manna,595,France,Female,33,10,0.0,2,1,1,1638.36,0,0,4,PLATINUM,872.9121771985954
7832,15635143,Fennescey,749,France,Male,42,1,56726.83,2,0,1,2333.86,0,0,4,SILVER,521.036112445804
7833,15664849,Colon,573,Spain,Male,46,7,65269.23,1,0,0,2666.83,0,0,3,GOLD,861.1313329025438
7834,15762455,Yeh,624,Spain,Male,33,10,66220.17,1,0,0,1388.66,0,0,3,GOLD,330.0380954383726
7835,15797165,Bergamaschi,703,France,Male,56,8,0.0,1,0,1,1961.06,0,0,1,SILVER,347.4991373114672
7836,15788189,Matveyeva,665,France,Female,41,6,96147.55,1,1,1,858.23,0,0,4,PLATINUM,573.883433243197
7837,15780492,Ignatyeva,648,France,Male,42,9,0.0,2,1,0,594.85,0,0,4,GOLD,909.3294073263032
7838,15678497,Lederer,850,Spain,Male,48,10,0.0,1,1,1,2389.16,0,0,3,GOLD,178.4515755971463
7839,15588560,Nwabugwu,569,Germany,Female,32,5,145330.43,1,1,1,2631.84,0,1,3,PLATINUM,676.8923311668692
7840,15606003,Abramowitz,566,France,Female,21,10,0.0,2,1,0,610.32,0,0,4,DIAMOND,613.7275602164054
7841,15611756,Chapman,537,Germany,Female,47,9,124192.28,2,1,1,2738.1,0,0,5,SILVER,785.2634542654785
7842,15789563,Fiorentino,706,Germany,Female,46,9,0.0,1,1,0,1452.24,0,1,2,DIAMOND,872.4681019562612
7843,15702416,Cecil,734,France,Male,43,6,107805.67,1,0,1,2445.06,0,0,4,DIAMOND,295.831942138294
7844,15766288,Ikechukwu,586,Germany,Female,36,6,103700.69,1,1,1,1569.08,0,0,3,PLATINUM,551.9239186874213
7845,15667633,Allen,612,France,Female,38,5,0.0,2,1,0,2330.61,0,0,3,SILVER,696.9901852193561
7846,15622774,Kao,648,France,Male,34,5,0.0,1,1,1,1636.04,0,0,4,PLATINUM,717.4163429454721
7847,15755416,Hart,557,France,Female,27,7,87739.08,1,1,0,1435.3,0,0,4,SILVER,392.7200177953795
7848,15769915,Charlton,643,Spain,Female,20,10,133313.34,1,1,1,1049.12,0,0,5,DIAMOND,83.53024739928719
7849,15643908,Turnbull,433,France,Female,49,8,0.0,1,1,1,1623.26,0,0,5,PLATINUM,537.8379533419486
7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,3714.78,0,0,4,PLATINUM,712.7773533978368
7851,15679663,Chiazagomekpere,488,France,Female,36,5,0.0,2,1,1,2308.73,0,0,4,SILVER,915.1111643036376
7852,15651581,Lavrentyev,758,Germany,Male,68,8,112595.85,1,1,0,1810.14,1,1,1,GOLD,448.526322608099
7853,15596379,Wallace,743,Germany,Male,39,8,119695.75,1,0,1,374.5,0,0,4,GOLD,912.1604420872192
7854,15746674,Miller,730,France,Female,47,2,0.0,1,1,0,304.68,1,1,1,PLATINUM,348.67888137574147
7855,15801256,Bazhenov,746,Spain,Male,49,6,0.0,2,0,1,799.85,0,0,3,DIAMOND,852.6413633476197
7856,15663808,Ifesinachi,666,Germany,Female,59,4,152614.51,2,1,1,2860.65,0,0,3,DIAMOND,775.9533024317699
7857,15598521,Ma,580,Germany,Female,33,9,131647.01,2,0,1,3217.4,0,0,5,PLATINUM,327.1749956062016
7858,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,2781.76,0,0,5,PLATINUM,612.968115639457
7859,15764726,Kerr,563,France,Male,22,8,137583.04,1,0,0,1973.66,0,0,5,SILVER,398.61757182940846
7860,15646374,Wynne,766,Germany,Female,28,7,62717.84,2,1,1,1246.91,0,0,5,GOLD,808.4336156086049
7861,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,611.03,0,0,3,SILVER,543.0408476217533
7862,15589948,Disher,607,Spain,Male,28,5,135936.1,2,1,1,1011.21,0,0,5,SILVER,356.2960526842024
7863,15811343,Cattaneo,644,Germany,Male,35,4,161591.11,3,1,0,660.92,0,0,3,PLATINUM,687.8550305623494
7864,15659677,Beluchi,746,France,Male,47,2,142382.03,1,1,0,1133.08,0,0,3,PLATINUM,542.9196775633615
7865,15594436,Mazzi,588,Spain,Male,33,10,0.0,2,1,1,598.42,0,0,4,PLATINUM,465.88742270711634
7866,15748995,Ifeajuna,691,Spain,Male,30,8,0.0,2,0,0,4609.29,0,1,4,PLATINUM,381.07592698469534
7867,15677062,Howe,666,France,Female,38,4,127043.09,1,1,1,759.92,0,1,3,DIAMOND,1022.8868115462516
7868,15697201,Yocum,640,Spain,Female,46,10,0.0,1,1,0,3295.72,0,0,3,GOLD,859.1419483985239
7869,15666453,Moore,611,Germany,Female,29,6,78885.88,2,1,0,573.87,0,0,4,SILVER,409.3101599765263
7870,15693771,Y?an,651,Spain,Female,45,9,95922.9,1,1,1,1898.03,0,0,1,GOLD,583.709308220768
7871,15569867,Chinweuba,529,France,Female,29,4,0.0,2,1,1,1629.03,0,0,4,SILVER,625.5633317153482
7872,15711602,Lowrie,676,France,Female,36,6,91711.59,1,1,0,1134.65,0,0,3,PLATINUM,662.7969553637645
7873,15717736,Shen,639,Germany,Female,46,1,110031.09,2,1,0,2220.79,0,0,3,SILVER,833.9412377991524
7874,15750441,Lavarack,782,France,Male,36,3,81210.72,2,0,1,1321.75,0,0,5,SILVER,707.4835118876606
7875,15732791,Davide,641,Germany,Male,32,3,122947.92,1,1,1,1489.65,0,1,5,SILVER,1019.3345577090472
7876,15775104,Gomes,697,France,Female,38,3,182065.85,1,1,1,1829.43,0,0,4,GOLD,626.6035435700621
7877,15757607,Matveyeva,623,France,Male,45,7,0.0,1,1,1,220.15,0,0,2,SILVER,511.31010759262097
7878,15793070,Fiorentino,494,Spain,Female,41,10,0.0,2,1,0,644.96,0,0,3,SILVER,471.7763203909284
7879,15760456,Eberechukwu,731,France,Female,38,6,0.0,2,1,0,611.29,1,1,1,DIAMOND,487.5524516555921
7880,15665385,Gibney,657,France,Male,44,2,76495.04,1,1,1,2932.43,0,0,5,SILVER,659.236968806481
7881,15612418,Virgo,744,France,Female,38,7,0.0,2,0,0,1503.87,0,0,5,PLATINUM,502.3936111305517
7882,15727138,Kulikova,774,Spain,Male,46,4,0.0,2,1,1,1503.59,0,0,3,SILVER,716.8606020563792
7883,15732061,Liu,850,Germany,Female,45,10,121874.89,1,0,0,2603.84,1,1,1,DIAMOND,519.7692760353234
7884,15776051,Kao,551,France,Female,45,8,0.0,2,1,1,2094.91,0,0,3,GOLD,718.5405562779922
7885,15616530,Foran,638,France,Male,36,6,0.0,1,0,0,1610.71,1,1,1,DIAMOND,1090.7335917312987
7886,15632344,Jones,792,France,Female,42,5,99045.93,2,1,1,1795.84,0,1,5,GOLD,686.1577513840937
7887,15744979,Fowler,666,France,Female,36,6,0.0,1,0,0,259.37,0,0,4,GOLD,1041.9897410837823
7888,15745433,Conti,716,Germany,Female,30,1,205770.78,2,0,0,940.52,0,0,4,GOLD,144.4125552614414
7889,15683657,Stephenson,594,France,Female,31,4,79340.95,1,1,1,1416.85,0,0,5,PLATINUM,193.6892610688984
7890,15718572,Willis,600,Germany,Male,57,7,138456.03,2,1,1,1547.06,0,0,5,DIAMOND,473.0222534940364
7891,15665783,Ts'ui,565,France,Male,49,6,0.0,2,1,0,1180.18,0,0,3,PLATINUM,658.5833555418817
7892,15652782,Chibuzo,678,Germany,Male,48,3,101099.9,2,0,0,1227.73,0,0,4,PLATINUM,646.6826107355932
7893,15707025,Fang,648,Spain,Female,31,4,0.0,2,1,1,1263.31,0,1,4,DIAMOND,328.532850979597
7894,15647807,Wyckoff,642,France,Male,40,6,109219.83,1,1,1,2276.87,0,0,3,SILVER,421.3709782976781
7895,15718281,Muir,706,Germany,Male,67,7,123276.69,2,1,0,1516.62,0,0,3,DIAMOND,492.2288199943655
7896,15660571,Halpern,668,Spain,Male,43,5,113034.31,1,1,0,1563.83,0,0,5,PLATINUM,426.8459605432522
7897,15727857,Flynn,635,Spain,Male,41,9,0.0,2,1,0,3381.8,0,0,4,GOLD,538.4037298244529
7898,15639252,Shao,603,Spain,Male,30,9,129548.5,2,1,0,1322.5,0,0,5,SILVER,911.4331557020724
7899,15628144,Soares,635,France,Female,72,10,74812.84,1,0,0,2535.12,0,0,4,GOLD,497.6628398896112
7900,15683560,Gallo,642,France,Female,40,0,0.0,2,1,0,532.76,0,0,3,PLATINUM,636.0849031021841
7901,15653275,Lei,785,Spain,Female,54,6,0.0,2,1,0,2632.74,0,0,3,PLATINUM,588.7222755878553
7902,15622182,Daniels,628,Germany,Female,28,8,153538.13,2,1,1,373.66,0,1,4,GOLD,587.1642503070018
7903,15613962,Kenechi,499,France,Female,38,9,0.0,2,0,0,1550.69,0,0,4,GOLD,414.7115090797845
7904,15618437,Singleton,567,Spain,Male,34,2,0.0,2,0,1,2772.8,0,0,4,DIAMOND,689.58471425857
7905,15783338,Williams,449,Spain,Male,32,5,155619.36,1,1,1,1857.05,0,0,5,GOLD,636.7748264889912
7906,15764491,Greece,701,Spain,Male,35,5,159693.9,2,1,1,1092.25,0,0,5,DIAMOND,667.6690010509977
7907,15712960,Olisanugo,613,Spain,Male,37,0,171653.17,1,0,0,1850.62,0,0,4,DIAMOND,423.0755125163121
7908,15688157,Padovano,683,Germany,Female,39,10,47685.47,2,1,1,1325.44,0,0,5,SILVER,454.8758188943626
7909,15579287,Rossi,581,France,Male,35,6,0.0,2,0,1,3741.88,0,1,5,PLATINUM,954.1150097900402
7910,15570931,Grant,620,France,Male,61,8,0.0,1,0,0,1457.69,0,1,2,GOLD,760.9795557956194
7911,15615177,Ebelegbulam,561,Spain,Male,28,3,123692.0,1,1,1,1380.67,0,0,3,GOLD,704.3995563952507
7912,15809906,Mitchell,558,Germany,Male,26,10,148853.29,2,1,0,2033.02,0,0,4,SILVER,466.0099999828386
7913,15652169,Buckley,642,France,Male,35,5,133161.95,1,0,0,1177.87,0,0,4,GOLD,391.1577193525764
7914,15649450,Repina,805,Germany,Male,24,10,143221.35,2,1,1,2568.84,0,0,3,DIAMOND,297.75015360139435
7915,15777179,Ellis,687,France,Male,35,9,0.0,2,0,1,2095.12,0,0,4,PLATINUM,621.6213660051251
7916,15803538,Douglas,695,Spain,Male,56,9,0.0,3,1,0,426.93,1,1,1,DIAMOND,386.12513811764745
7917,15610936,Becher,562,France,Male,33,4,0.0,2,1,0,2496.46,0,0,5,DIAMOND,719.4655497851057
7918,15590094,Nwachukwu,613,Germany,Male,38,6,126265.88,2,0,1,835.0,0,0,4,DIAMOND,404.58879212936426
7919,15572706,Smith,589,France,Male,37,8,0.0,1,1,1,1377.07,0,0,4,DIAMOND,416.7920116134957
7920,15634564,Aksyonov,593,Spain,Male,31,5,112713.34,1,1,1,2063.92,0,0,3,GOLD,531.9939632529984
7921,15684296,Artyomova,714,France,Male,34,9,141173.03,1,0,1,2974.67,0,0,4,SILVER,885.9420385823069
7922,15702293,Medvedeva,588,Spain,Female,35,9,0.0,2,1,0,873.44,0,0,4,SILVER,331.83605221199423
7923,15642099,Tsui,679,Spain,Male,39,10,0.0,2,1,1,1406.23,0,0,4,GOLD,535.5893915355729
7924,15773273,Runyon,730,Spain,Male,38,9,118866.36,1,1,0,1208.95,0,0,5,DIAMOND,876.4122874112873
7925,15613337,Gallo,833,France,Male,47,3,0.0,2,1,1,1432.56,0,0,3,SILVER,382.3640375730965
7926,15800482,Bradshaw,586,Spain,Female,33,1,0.0,2,1,1,1414.67,0,0,4,SILVER,314.0591240187584
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,3230.74,1,0,1,DIAMOND,465.059206244347
7928,15713426,Hancock,637,Germany,Male,30,7,0.0,1,1,0,1066.35,0,0,2,GOLD,661.4219095841494
7929,15640789,Butler,711,France,Male,38,5,123345.85,1,1,1,3368.41,0,0,5,GOLD,781.3467470136812
7930,15598892,Bradshaw,828,France,Male,30,5,73070.18,2,0,0,2560.65,0,0,5,SILVER,587.2042368662688
7931,15606436,Bergamaschi,500,Spain,Male,38,4,0.0,2,0,1,1914.63,0,0,4,DIAMOND,816.8875006632327
7932,15751227,Ebelegbulam,807,France,Male,47,2,95120.59,1,0,0,4158.05,0,0,3,PLATINUM,619.922167282684
7933,15812365,Greco,850,France,Male,40,8,102800.65,1,1,1,1959.87,0,1,3,DIAMOND,499.43206609186745
